Age Adjusted CI Lower,Age Adjusted CI Upper,Age Adjusted Rate,Area,Count,Crude CI Lower,Crude CI Upper,Crude Rate,Event Type,Population,Race,Sex,Year
204.2,558.2,351.9,Alaska,27,111.6,246.5,169.4,Incidence,15937,Hispanic,Female,2004
0,0,0,Alaska,0,0,0,0,Mortality,15937,Hispanic,Female,2004
308.2,791.4,515.7,Alaska,31,126.9,265.1,186.7,Incidence,16600,Hispanic,Female,2005
0,0,0,Alaska,0,0,0,0,Mortality,16600,Hispanic,Female,2005
233.9,628.4,401.4,Alaska,27,104.0,229.7,157.9,Incidence,17102,Hispanic,Female,2006
0,0,0,Alaska,0,0,0,0,Mortality,17102,Hispanic,Female,2006
261.3,648.8,427.7,Alaska,31,119.9,250.5,176.5,Incidence,17568,Hispanic,Female,2007
0,0,0,Alaska,0,0,0,0,Mortality,17568,Hispanic,Female,2007
224.9,337.3,277.2,Alaska,144,129.5,180.8,153.6,Incidence,93775,Hispanic,Female,2009
40.3,114.5,71.6,Alaska,21,14.3,35.4,23.2,Mortality,90697,Hispanic,Female,2009
234.3,552.8,370.9,Alaska,34,131.1,264.5,189.3,Incidence,17962,Hispanic,Female,2008
0,0,0,Alaska,0,0,0,0,Mortality,17962,Hispanic,Female,2008
82.5,253.1,149.8,Alaska,19,61.0,158.2,101.3,Incidence,18761,Hispanic,Female,2009
0,0,0,Alaska,0,0,0,0,Mortality,18761,Hispanic,Female,2009
110.9,286.7,183.0,Alaska,24,79.7,185.2,124.4,Incidence,19286,Hispanic,Female,2010
0,0,0,Alaska,0,0,0,0,Mortality,19304,Hispanic,Female,2010
187.8,416.7,286.6,Alaska,36,124.8,246.8,178.2,Incidence,20198,Hispanic,Female,2011
0,0,0,Alaska,0,0,0,0,Mortality,19304,Hispanic,Female,2011
407.5,1358.7,788.3,Alaska,21,105.4,260.3,170.3,Incidence,12333,Hispanic,Male,1999
0,0,0,Alaska,0,0,0,0,Mortality,12333,Hispanic,Male,1999
0,0,0,Alaska,0,0,0,0,Incidence,13320,Hispanic,Male,2000
0,0,0,Alaska,0,0,0,0,Mortality,13320,Hispanic,Male,2000
306.3,1058.0,608.0,Alaska,24,106.5,247.3,166.2,Incidence,14442,Hispanic,Male,2001
0,0,0,Alaska,0,0,0,0,Mortality,14442,Hispanic,Male,2001
181.2,761.4,407.0,Alaska,17,64.0,175.8,109.8,Incidence,15485,Hispanic,Male,2002
0,0,0,Alaska,0,0,0,0,Mortality,15485,Hispanic,Male,2002
219.6,1137.6,576.0,Alaska,21,80.3,198.3,129.7,Incidence,16190,Hispanic,Male,2003
0,0,0,Alaska,0,0,0,0,Mortality,16190,Hispanic,Male,2003
133.3,510.5,273.4,Alaska,20,72.1,182.3,118.0,Incidence,16942,Hispanic,Male,2004
0,0,0,Alaska,0,0,0,0,Mortality,16942,Hispanic,Male,2004
169.3,570.8,327.8,Alaska,18,59.9,159.6,101.0,Incidence,17822,Hispanic,Male,2005
0,0,0,Alaska,0,0,0,0,Mortality,17822,Hispanic,Male,2005
227.8,820.9,469.5,Alaska,24,83.6,194.0,130.4,Incidence,18403,Hispanic,Male,2006
0,0,0,Alaska,0,0,0,0,Mortality,18403,Hispanic,Male,2006
285.5,721.4,468.7,Alaska,31,112.9,235.8,166.1,Incidence,18661,Hispanic,Male,2007
0,0,0,Alaska,0,0,0,0,Mortality,18661,Hispanic,Male,2007
263.1,421.1,336.1,Alaska,127,106.6,152.2,127.9,Incidence,99301,Hispanic,Male,2009
72.1,179.5,118.2,Alaska,33,23.6,48.2,34.3,Mortality,96119,Hispanic,Male,2009
208.9,620.5,379.0,Alaska,24,79.7,185.1,124.4,Incidence,19294,Hispanic,Male,2008
0,0,0,Alaska,0,0,0,0,Mortality,19294,Hispanic,Male,2008
145.0,439.2,262.2,Alaska,23,74.9,177.2,118.1,Incidence,19471,Hispanic,Male,2009
0,0,0,Alaska,0,0,0,0,Mortality,19471,Hispanic,Male,2009
192.9,613.7,366.5,Alaska,28,91.8,199.6,138.1,Incidence,20278,Hispanic,Male,2010
0,0,0,Alaska,0,0,0,0,Mortality,20290,Hispanic,Male,2010
131.8,431.2,253.9,Alaska,21,60.2,148.6,97.2,Incidence,21597,Hispanic,Male,2011
0,0,0,Alaska,0,0,0,0,Mortality,20290,Hispanic,Male,2011
464.9,1080.0,732.8,Alaska,42,126.1,236.6,175.0,Incidence,23997,Hispanic,Male and Female,1999
0,0,0,Alaska,0,0,0,0,Mortality,23997,Hispanic,Male and Female,1999
203.3,569.4,357.7,Alaska,0,74.8,160.4,111.7,Incidence,25963,Hispanic,Male and Female,2000
0,0,0,Alaska,0,0,0,0,Mortality,25963,Hispanic,Male and Female,2000
427.9,897.2,636.3,Alaska,52,138.8,243.6,185.8,Incidence,27989,Hispanic,Male and Female,2001
0,0,0,Alaska,0,0,0,0,Mortality,27989,Hispanic,Male and Female,2001
198.3,504.6,329.4,Alaska,35,81.4,162.6,116.9,Incidence,29943,Hispanic,Male and Female,2002
90.7,371.1,202.9,Alaska,16,30.5,86.8,53.4,Mortality,29943,Hispanic,Male and Female,2002
137.2,400.0,247.1,Alaska,0,61.8,132.6,92.3,Incidence,31417,Hispanic,Male and Female,2003
0,0,0,Alaska,0,0,0,0,Mortality,31417,Hispanic,Male and Female,2003
209.2,471.0,322.7,Alaska,47,105.0,190.1,142.9,Incidence,32879,Hispanic,Male and Female,2004
0,0,0,Alaska,0,0,0,0,Mortality,32879,Hispanic,Male and Female,2004
298.2,637.5,448.4,Alaska,49,105.3,188.2,142.4,Incidence,34422,Hispanic,Male and Female,2005
0,0,0,Alaska,0,0,0,0,Mortality,34422,Hispanic,Male and Female,2005
279.7,580.2,413.2,Alaska,51,107.0,188.9,143.6,Incidence,35505,Hispanic,Male and Female,2006
0,0,0,Alaska,0,0,0,0,Mortality,35505,Hispanic,Male and Female,2006
329.4,637.4,467.6,Alaska,62,131.2,219.4,171.1,Incidence,36229,Hispanic,Male and Female,2007
0,0,0,Alaska,0,0,0,0,Mortality,36229,Hispanic,Male and Female,2007
258.2,350.8,302.1,Alaska,271,124.1,158.1,140.4,Incidence,193076,Hispanic,Male and Female,2009
66.6,131.4,95.7,Alaska,54,21.7,37.7,28.9,Mortality,186816,Hispanic,Male and Female,2009
257.2,505.7,368.0,Alaska,58,118.2,201.3,155.7,Incidence,37256,Hispanic,Male and Female,2008
0,0,0,Alaska,0,0,0,0,Mortality,37256,Hispanic,Male and Female,2008
133.8,288.1,200.4,Alaska,42,79.2,148.5,109.9,Incidence,38232,Hispanic,Male and Female,2009
0,0,0,Alaska,0,0,0,0,Mortality,38232,Hispanic,Male and Female,2009
175.0,353.8,253.8,Alaska,52,98.2,172.4,131.4,Incidence,39564,Hispanic,Male and Female,2010
0,0,0,Alaska,0,0,0,0,Mortality,39594,Hispanic,Male and Female,2010
185.5,364.6,265.2,Alaska,57,103.3,176.7,136.4,Incidence,41795,Hispanic,Male and Female,2011
0,0,0,Alaska,0,0,0,0,Mortality,39594,Hispanic,Male and Female,2011
422.9,496.4,458.6,Alaska,714,301.1,349.2,324.5,Incidence,220036,White,Female,1999
149.1,197.6,172.2,Alaska,227,90.2,117.5,103.2,Mortality,220036,White,Female,1999
432.0,504.4,467.2,Alaska,748,316.2,365.5,340.2,Incidence,219884,White,Female,2000
163.5,212.7,187.0,Alaska,255,102.2,131.1,116.0,Mortality,219884,White,Female,2000
414.1,482.5,447.3,Alaska,766,322.8,372.4,346.9,Incidence,220808,White,Female,2001
152.3,199.1,174.7,Alaska,242,96.2,124.3,109.6,Mortality,220808,White,Female,2001
371.0,433.9,401.6,Alaska,727,302.8,350.6,326.0,Incidence,222980,White,Female,2002
131.3,173.2,151.3,Alaska,233,91.5,118.8,104.5,Mortality,222980,White,Female,2002
386.7,450.4,417.7,Alaska,770,318.9,367.7,342.7,Incidence,224714,White,Female,2003
129.6,171.0,149.3,Alaska,228,88.7,115.5,101.5,Mortality,224714,White,Female,2003
393.4,456.6,424.2,Alaska,808,330.7,380.1,354.8,Incidence,227747,White,Female,2004
125.4,165.6,144.6,Alaska,226,86.7,113.0,99.2,Mortality,227747,White,Female,2004
422.6,488.0,454.4,Alaska,856,348.7,399.1,373.3,Incidence,229332,White,Female,2005
127.9,167.3,146.7,Alaska,243,93.1,120.2,106.0,Mortality,229332,White,Female,2005
416.1,479.5,447.0,Alaska,891,359.4,410.3,384.2,Incidence,231903,White,Female,2006
147.9,189.6,167.9,Alaska,285,109.0,138.0,122.9,Mortality,231903,White,Female,2006
386.5,446.7,415.8,Alaska,858,344.4,394.2,368.7,Incidence,232706,White,Female,2007
129.7,168.1,148.0,Alaska,266,101.0,128.9,114.3,Mortality,232706,White,Female,2007
402.4,428.2,415.2,Alaska,4570,373.0,395.4,384.1,Incidence,1189805,White,Female,2009
146.7,164.0,155.2,Alaska,1413,113.8,126.4,120.0,Mortality,1177384,White,Female,2009
424.2,485.9,454.3,Alaska,972,390.4,443.2,416.2,Incidence,233554,White,Female,2008
137.9,176.7,156.4,Alaska,292,111.1,140.2,125.0,Mortality,233554,White,Female,2008
365.2,421.9,392.8,Alaska,862,338.5,387.3,362.3,Incidence,237925,White,Female,2009
144.1,183.8,163.1,Alaska,297,111.0,139.9,124.8,Mortality,237925,White,Female,2009
383.2,440.2,411.0,Alaska,939,364.8,415.0,389.3,Incidence,241226,White,Female,2010
124.6,160.9,142.0,Alaska,273,100.1,127.4,113.1,Mortality,241296,White,Female,2010
376.9,432.6,404.1,Alaska,939,360.0,409.6,384.2,Incidence,244394,White,Female,2011
124.6,160.9,142.0,Alaska,273,100.1,127.4,113.1,Mortality,241296,White,Female,2011
515.7,606.6,559.9,Alaska,812,312.8,359.4,335.5,Incidence,242016,White,Male,1999
191.0,255.0,221.5,Alaska,261,95.2,121.8,107.8,Mortality,242016,White,Male,1999
563.9,659.0,610.2,Alaska,871,337.5,385.9,361.1,Incidence,241212,White,Male,2000
210.5,277.5,242.6,Alaska,284,104.4,132.3,117.7,Mortality,241212,White,Male,2000
576.2,669.4,621.6,Alaska,947,365.3,415.3,389.7,Incidence,243010,White,Male,2001
184.6,244.4,213.2,Alaska,267,97.1,123.9,109.9,Mortality,243010,White,Male,2001
584.8,675.4,629.0,Alaska,1018,389.2,440.5,414.3,Incidence,245728,White,Male,2002
201.4,264.7,231.7,Alaska,293,106.0,133.7,119.2,Mortality,245728,White,Male,2002
526.8,611.0,567.9,Alaska,967,367.5,417.3,391.8,Incidence,246827,White,Male,2003
206.5,266.7,235.4,Alaska,330,119.7,148.9,133.7,Mortality,246827,White,Male,2003
555.3,638.7,596.0,Alaska,1053,395.0,446.1,420.0,Incidence,250719,White,Male,2004
185.6,240.3,211.8,Alaska,310,110.3,138.2,123.6,Mortality,250719,White,Male,2004
467.2,541.5,503.4,Alaska,948,350.7,398.8,374.2,Incidence,253360,White,Male,2005
171.3,224.3,196.7,Alaska,293,102.8,129.7,115.6,Mortality,253360,White,Male,2005
503.9,580.4,541.2,Alaska,1048,384.9,434.8,409.3,Incidence,256051,White,Male,2006
163.4,212.5,186.9,Alaska,307,106.9,134.1,119.9,Mortality,256051,White,Male,2006
489.8,563.5,525.8,Alaska,1066,389.2,439.2,413.6,Incidence,257707,White,Male,2007
179.3,230.5,203.8,Alaska,339,117.9,146.3,131.5,Mortality,257707,White,Male,2007
481.4,511.8,496.5,Alaska,5489,405.2,427.3,416.2,Incidence,1318899,White,Male,2009
191.9,213.8,202.6,Alaska,1752,128.1,140.7,134.3,Mortality,1304603,White,Male,2009
494.9,567.2,530.2,Alaska,1113,402.7,453.3,427.4,Incidence,260411,White,Male,2008
185.3,235.5,209.4,Alaska,359,124.0,152.9,137.9,Mortality,260411,White,Male,2008
480.3,550.2,514.4,Alaska,1138,409.6,460.4,434.4,Incidence,261942,White,Male,2009
186.7,235.7,210.2,Alaska,378,130.1,159.6,144.3,Mortality,261942,White,Male,2009
458.2,525.1,490.9,Alaska,1119,392.8,442.1,416.9,Incidence,268416,White,Male,2010
179.3,226.9,202.2,Alaska,369,123.8,152.2,137.4,Mortality,268492,White,Male,2010
403.9,464.4,433.4,Alaska,1053,366.2,413.6,389.4,Incidence,270423,White,Male,2011
179.3,226.9,202.2,Alaska,369,123.8,152.2,137.4,Mortality,268492,White,Male,2011
477.4,534.3,505.3,Alaska,1526,313.9,347.3,330.3,Incidence,462052,White,Male and Female,1999
175.4,213.8,194.0,Alaska,488,96.5,115.4,105.6,Mortality,462052,White,Male and Female,1999
501.3,558.6,529.4,Alaska,1619,334.2,368.6,351.1,Incidence,461096,White,Male and Female,2000
189.9,228.8,208.7,Alaska,539,107.2,127.2,116.9,Mortality,461096,White,Male and Female,2000
497.8,552.8,524.8,Alaska,1713,352.0,387.2,369.3,Incidence,463818,White,Male and Female,2001
172.8,209.1,190.4,Alaska,509,100.4,119.7,109.7,Mortality,463818,White,Male and Female,2001
480.2,532.7,506.0,Alaska,1745,355.0,390.2,372.3,Incidence,468708,White,Male and Female,2002
167.3,202.2,184.2,Alaska,526,102.8,122.2,112.2,Mortality,468708,White,Male and Female,2002
461.6,512.3,486.5,Alaska,1737,351.2,386.1,368.4,Incidence,471541,White,Male and Female,2003
170.3,204.4,186.8,Alaska,558,108.7,128.6,118.3,Mortality,471541,White,Male and Female,2003
480.9,531.7,505.9,Alaska,1861,371.5,407.0,389.0,Incidence,478466,White,Male and Female,2004
159.8,192.3,175.6,Alaska,536,102.7,121.9,112.0,Mortality,478466,White,Male and Female,2004
453.4,501.9,477.2,Alaska,1804,356.7,391.4,373.7,Incidence,482692,White,Male and Female,2005
152.4,183.5,167.5,Alaska,536,101.8,120.9,111.0,Mortality,482692,White,Male and Female,2005
465.9,514.2,489.6,Alaska,1939,379.9,415.5,397.4,Incidence,487954,White,Male and Female,2006
160.0,190.9,175.0,Alaska,592,111.7,131.5,121.3,Mortality,487954,White,Male and Female,2006
443.1,489.1,465.7,Alaska,1924,375.0,410.3,392.3,Incidence,490413,White,Male and Female,2007
157.6,187.9,172.3,Alaska,605,113.7,133.6,123.4,Mortality,490413,White,Male and Female,2007
442.6,462.1,452.2,Alaska,10059,393.2,408.9,401.0,Incidence,2508704,White,Male and Female,2009
169.4,182.8,176.0,Alaska,3165,123.1,132.0,127.5,Mortality,2481987,White,Male and Female,2009
464.7,511.0,487.4,Alaska,2085,404.2,440.6,422.1,Incidence,493965,White,Male and Female,2008
164.5,194.9,179.3,Alaska,651,121.9,142.3,131.8,Mortality,493965,White,Male and Female,2008
429.1,473.0,450.7,Alaska,2000,382.8,418.0,400.1,Incidence,499867,White,Male and Female,2009
169.5,199.9,184.3,Alaska,675,125.0,145.6,135.0,Mortality,499867,White,Male and Female,2009
426.1,469.0,447.2,Alaska,2058,386.6,421.6,403.8,Incidence,509642,White,Male and Female,2010
155.6,184.5,169.6,Alaska,642,116.4,136.1,125.9,Mortality,509788,White,Male and Female,2010
396.8,437.2,416.6,Alaska,1992,370.1,404.3,386.9,Incidence,514817,White,Male and Female,2011
155.6,184.5,169.6,Alaska,642,116.4,136.1,125.9,Mortality,509788,White,Male and Female,2011
366.4,381.1,373.7,Arizona,10010,389.7,405.4,397.5,Incidence,2518299,All Races,Female,1999
147.6,156.8,152.2,Arizona,4197,161.7,171.8,166.7,Mortality,2518299,All Races,Female,1999
373.4,388.0,380.7,Arizona,10477,397.6,413.2,405.4,Incidence,2584579,All Races,Female,2000
146.3,155.4,150.8,Arizona,4274,160.4,170.4,165.4,Mortality,2584579,All Races,Female,2000
385.6,400.3,392.9,Arizona,11080,411.7,427.3,419.4,Incidence,2641676,All Races,Female,2001
147.5,156.5,152.0,Arizona,4407,161.9,171.8,166.8,Mortality,2641676,All Races,Female,2001
375.6,389.9,382.7,Arizona,11104,403.0,418.3,410.6,Incidence,2704217,All Races,Female,2002
139.0,147.6,143.2,Arizona,4265,153.0,162.5,157.7,Mortality,2704217,All Races,Female,2002
361.2,375.0,368.1,Arizona,10963,389.2,404.1,396.6,Incidence,2764077,All Races,Female,2003
141.0,149.6,145.2,Arizona,4447,156.2,165.7,160.9,Mortality,2764077,All Races,Female,2003
368.7,382.5,375.6,Arizona,11516,398.7,413.6,406.1,Incidence,2835606,All Races,Female,2004
137.2,145.5,141.3,Arizona,4452,152.4,161.7,157.0,Mortality,2835606,All Races,Female,2004
356.5,369.8,363.1,Arizona,11579,387.9,402.3,395.1,Incidence,2930811,All Races,Female,2005
135.1,143.3,139.1,Arizona,4559,151.1,160.1,155.6,Mortality,2930811,All Races,Female,2005
361.0,374.2,367.6,Arizona,12102,392.8,407.1,399.9,Incidence,3026134,All Races,Female,2006
132.3,140.2,136.2,Arizona,4607,147.9,156.7,152.2,Mortality,3026134,All Races,Female,2006
367.7,380.9,374.3,Arizona,12693,402.7,417.0,409.8,Incidence,3096998,All Races,Female,2007
130.4,138.2,134.2,Arizona,4676,146.7,155.4,151.0,Mortality,3096998,All Races,Female,2007
370.6,376.4,373.5,Arizona,66619,415.3,421.6,418.5,Incidence,15920312,All Races,Female,2009
130.0,133.4,131.7,Arizona,23608,148.5,152.3,150.4,Mortality,15694948,All Races,Female,2009
370.2,383.2,376.7,Arizona,13090,407.8,422.0,414.9,Incidence,3155278,All Races,Female,2008
125.4,132.9,129.1,Arizona,4644,143.0,151.5,147.2,Mortality,3155278,All Races,Female,2008
379.0,392.1,385.5,Arizona,13756,424.1,438.5,431.2,Incidence,3189908,All Races,Female,2009
126.4,133.9,130.1,Arizona,4775,145.5,154.0,149.7,Mortality,3189908,All Races,Female,2009
357.4,370.0,363.6,Arizona,13291,405.0,419.1,412.0,Incidence,3225809,All Races,Female,2010
125.5,132.9,129.2,Arizona,4906,147.8,156.4,152.0,Mortality,3226630,All Races,Female,2010
361.8,374.4,368.1,Arizona,13789,416.9,431.1,424.0,Incidence,3252319,All Races,Female,2011
125.5,132.9,129.2,Arizona,4906,147.8,156.4,152.0,Mortality,3226630,All Races,Female,2011
476.8,495.1,485.9,Arizona,11164,437.3,453.9,445.6,Incidence,2505524,All Races,Male,1999
211.9,224.5,218.1,Arizona,4809,186.5,197.4,191.9,Mortality,2505524,All Races,Male,1999
475.7,493.7,484.6,Arizona,11453,436.5,452.8,444.6,Incidence,2576007,All Races,Male,2000
205.4,217.6,211.4,Arizona,4799,181.1,191.6,186.3,Mortality,2576007,All Races,Male,2000
487.0,504.9,495.9,Arizona,12056,449.9,466.3,458.1,Incidence,2631801,All Races,Male,2001
198.1,210.0,204.0,Arizona,4735,174.8,185.1,179.9,Mortality,2631801,All Races,Male,2001
478.7,496.3,487.5,Arizona,12168,444.0,460.1,452.0,Incidence,2692038,All Races,Male,2002
207.4,219.4,213.4,Arizona,5094,184.1,194.5,189.2,Mortality,2692038,All Races,Male,2002
480.4,497.7,489.0,Arizona,12607,451.1,467.1,459.1,Incidence,2746287,All Races,Male,2003
204.7,216.4,210.5,Arizona,5178,183.4,193.8,188.5,Mortality,2746287,All Races,Male,2003
462.8,479.4,471.0,Arizona,12589,439.2,454.8,446.9,Incidence,2816798,All Races,Male,2004
197.1,208.4,202.7,Arizona,5166,178.4,188.5,183.4,Mortality,2816798,All Races,Male,2004
456.2,472.4,464.2,Arizona,12956,437.9,453.2,445.5,Incidence,2908266,All Races,Male,2005
192.1,203.0,197.5,Arizona,5261,176.0,185.9,180.9,Mortality,2908266,All Races,Male,2005
459.9,475.9,467.8,Arizona,13551,443.7,458.9,451.2,Incidence,3003007,All Races,Male,2006
186.8,197.3,192.0,Arizona,5311,172.1,181.7,176.9,Mortality,3003007,All Races,Male,2006
463.3,479.0,471.1,Arizona,14155,453.4,468.6,461.0,Incidence,3070683,All Races,Male,2007
186.0,196.3,191.1,Arizona,5457,173.0,182.5,177.7,Mortality,3070683,All Races,Male,2007
429.5,436.1,432.8,Arizona,68986,434.8,441.3,438.0,Incidence,15749010,All Races,Male,2009
183.7,188.2,186.0,Arizona,27473,174.7,178.9,176.8,Mortality,15538548,All Races,Male,2009
430.9,445.9,438.3,Arizona,13493,424.5,439.1,431.8,Incidence,3125084,All Races,Male,2008
179.1,189.0,184.0,Arizona,5437,169.4,178.7,174.0,Mortality,3125084,All Races,Male,2008
436.9,451.7,444.2,Arizona,14160,441.7,456.5,449.1,Incidence,3153246,All Races,Male,2009
176.0,185.7,180.8,Arizona,5496,169.7,179.0,174.3,Mortality,3153246,All Races,Male,2009
401.2,415.2,408.2,Arizona,13401,413.7,427.9,420.8,Incidence,3185001,All Races,Male,2010
178.2,187.9,183.0,Arizona,5772,176.5,185.9,181.1,Mortality,3186528,All Races,Male,2010
400.6,414.5,407.5,Arizona,13777,421.4,435.7,428.5,Incidence,3214996,All Races,Male,2011
178.2,187.9,183.0,Arizona,5772,176.5,185.9,181.1,Mortality,3186528,All Races,Male,2011
415.4,426.8,421.0,Arizona,21174,415.8,427.2,421.5,Incidence,5023823,All Races,Male and Female,1999
176.1,183.6,179.8,Arizona,9006,175.6,183.0,179.3,Mortality,5023823,All Races,Male and Female,1999
419.5,430.8,425.2,Arizona,21930,419.3,430.6,425.0,Incidence,5160586,All Races,Male and Female,2000
173.0,180.3,176.6,Arizona,9073,172.2,179.5,175.8,Mortality,5160586,All Races,Male and Female,2000
431.2,442.5,436.8,Arizona,23136,433.1,444.4,438.7,Incidence,5273477,All Races,Male and Female,2001
170.1,177.2,173.6,Arizona,9142,169.8,176.9,173.4,Mortality,5273477,All Races,Male and Female,2001
421.9,433.0,427.4,Arizona,23272,425.7,436.8,431.3,Incidence,5396255,All Races,Male and Female,2002
169.6,176.6,173.1,Arizona,9359,169.9,177.0,173.4,Mortality,5396255,All Races,Male and Female,2002
415.1,425.9,420.4,Arizona,23570,422.3,433.2,427.7,Incidence,5510364,All Races,Male and Female,2003
169.5,176.4,172.9,Arizona,9625,171.2,178.2,174.7,Mortality,5510364,All Races,Male and Female,2003
411.2,421.8,416.5,Arizona,24105,421.1,431.9,426.5,Incidence,5652404,All Races,Male and Female,2004
164.0,170.7,167.4,Arizona,9618,166.8,173.6,170.2,Mortality,5652404,All Races,Male and Female,2004
402.1,412.4,407.2,Arizona,24535,414.9,425.5,420.2,Incidence,5839077,All Races,Male and Female,2005
161.0,167.5,164.2,Arizona,9820,164.9,171.5,168.2,Mortality,5839077,All Races,Male and Female,2005
406.0,416.2,411.1,Arizona,25653,420.3,430.7,425.5,Incidence,6029141,All Races,Male and Female,2006
156.9,163.2,160.0,Arizona,9918,161.3,167.8,164.5,Mortality,6029141,All Races,Male and Female,2006
411.5,421.5,416.5,Arizona,26848,430.1,440.5,435.3,Incidence,6167681,All Races,Male and Female,2007
155.7,161.9,158.8,Arizona,10133,161.1,167.5,164.3,Mortality,6167681,All Races,Male and Female,2007
396.3,400.6,398.4,Arizona,135605,425.9,430.5,428.2,Incidence,31669322,All Races,Male and Female,2009
153.8,156.6,155.2,Arizona,51081,162.1,165.0,163.5,Mortality,31233496,All Races,Male and Female,2009
397.7,407.5,402.6,Arizona,26583,418.2,428.4,423.3,Incidence,6280362,All Races,Male and Female,2008
150.2,156.2,153.2,Arizona,10081,157.4,163.7,160.5,Mortality,6280362,All Races,Male and Female,2008
405.3,415.0,410.1,Arizona,27916,434.9,445.3,440.1,Incidence,6343154,All Races,Male and Female,2009
149.0,155.0,152.0,Arizona,10271,158.8,165.1,161.9,Mortality,6343154,All Races,Male and Female,2009
377.2,386.5,381.9,Arizona,26692,411.4,421.4,416.4,Incidence,6410810,All Races,Male and Female,2010
149.8,155.7,152.7,Arizona,10678,163.4,169.7,166.5,Mortality,6413158,All Races,Male and Female,2010
379.3,388.5,383.9,Arizona,27566,421.2,431.3,426.2,Incidence,6467315,All Races,Male and Female,2011
149.8,155.7,152.7,Arizona,10678,163.4,169.7,166.5,Mortality,6413158,All Races,Male and Female,2011
254.4,351.7,300.4,Arizona,162,162.5,222.5,190.8,Incidence,84913,Black,Female,1999
125.6,198.2,159.1,Arizona,81,75.8,118.6,95.4,Mortality,84913,Black,Female,1999
280.0,378.1,326.6,Arizona,187,182.7,244.7,212.1,Incidence,88186,Black,Female,2000
138.6,213.7,173.5,Arizona,89,81.0,124.2,100.9,Mortality,88186,Black,Female,2000
303.1,401.9,350.1,Arizona,212,199.0,261.7,228.8,Incidence,92677,Black,Female,2001
148.6,222.2,182.9,Arizona,104,91.7,136.0,112.2,Mortality,92677,Black,Female,2001
258.3,349.1,301.4,Arizona,186,164.4,220.3,190.9,Incidence,97457,Black,Female,2002
131.1,200.2,163.2,Arizona,94,77.9,118.0,96.5,Mortality,97457,Black,Female,2002
289.2,381.2,333.0,Arizona,223,190.0,248.1,217.6,Incidence,102472,Black,Female,2003
158.0,232.3,192.8,Arizona,114,91.8,133.6,111.2,Mortality,102472,Black,Female,2003
307.9,400.0,351.9,Arizona,248,200.8,258.6,228.3,Incidence,108612,Black,Female,2004
