Age Adjusted CI Lower,Age Adjusted CI Upper,Age Adjusted Rate,Area,Count,Crude CI Lower,Crude CI Upper,Crude Rate,Event Type,Population,Race,Sex,Year
144.9,212.9,176.8,Arizona,114,86.6,126.1,105.0,Mortality,108612,Black,Female,2004
300.0,387.6,341.9,Arizona,260,197.0,252.2,223.4,Incidence,116409,Black,Female,2005
132.6,195.6,162.1,Arizona,113,80.0,116.7,97.1,Mortality,116409,Black,Female,2005
320.2,406.2,361.5,Arizona,304,215.7,270.9,242.1,Incidence,125561,Black,Female,2006
106.2,160.4,131.4,Arizona,101,65.5,97.7,80.4,Mortality,125561,Black,Female,2006
322.5,405.8,362.5,Arizona,327,219.1,272.9,244.9,Incidence,133527,Black,Female,2007
118.8,173.9,144.6,Arizona,120,74.5,107.5,89.9,Mortality,133527,Black,Female,2007
318.4,351.8,334.8,Arizona,1703,221.8,244.0,232.7,Incidence,731784,Black,Female,2009
130.7,154.2,142.1,Arizona,624,82.2,96.3,89.0,Mortality,700745,Black,Female,2009
278.1,353.5,314.3,Arizona,302,190.3,239.3,213.7,Incidence,141288,Black,Female,2008
118.3,170.4,142.8,Arizona,131,77.5,110.0,92.7,Mortality,141288,Black,Female,2008
308.0,384.7,344.9,Arizona,348,211.2,261.4,235.3,Incidence,147897,Black,Female,2009
122.6,175.6,147.5,Arizona,133,75.3,106.6,89.9,Mortality,147897,Black,Female,2009
256.5,323.4,288.6,Arizona,320,187.5,234.2,209.9,Incidence,152449,Black,Female,2010
118.5,168.7,142.1,Arizona,139,76.6,107.6,91.2,Mortality,152472,Black,Female,2010
329.3,404.5,365.5,Arizona,406,234.6,285.7,259.2,Incidence,156623,Black,Female,2011
118.5,168.7,142.1,Arizona,139,76.6,107.6,91.2,Mortality,152472,Black,Female,2011
534.6,700.8,614.0,Arizona,268,255.5,325.8,289.1,Incidence,92706,Black,Male,1999
248.7,375.1,307.8,Arizona,118,105.4,152.4,127.3,Mortality,92706,Black,Male,1999
451.5,594.6,519.8,Arizona,249,226.6,291.7,257.6,Incidence,96657,Black,Male,2000
228.4,343.5,282.3,Arizona,115,98.2,142.8,119.0,Mortality,96657,Black,Male,2000
463.9,611.0,534.2,Arizona,255,221.3,284.0,251.2,Incidence,101524,Black,Male,2001
193.7,299.0,242.8,Arizona,105,84.6,125.2,103.4,Mortality,101524,Black,Male,2001
407.2,533.5,467.5,Arizona,259,214.0,274.1,242.7,Incidence,106719,Black,Male,2002
220.4,327.3,270.5,Arizona,127,99.2,141.6,119.0,Mortality,106719,Black,Male,2002
379.8,504.9,439.4,Arizona,251,198.1,254.7,225.1,Incidence,111521,Black,Male,2003
189.9,291.0,237.1,Arizona,110,81.1,118.9,98.6,Mortality,111521,Black,Male,2003
455.2,586.5,518.1,Arizona,306,230.4,289.2,258.6,Incidence,118344,Black,Male,2004
203.2,307.9,252.2,Arizona,119,83.3,120.3,100.6,Mortality,118344,Black,Male,2004
363.8,473.1,416.1,Arizona,284,198.9,251.9,224.2,Incidence,126665,Black,Male,2005
170.8,257.0,211.1,Arizona,126,82.9,118.4,99.5,Mortality,126665,Black,Male,2005
368.7,476.2,420.2,Arizona,305,198.9,249.8,223.3,Incidence,136589,Black,Male,2006
174.9,258.5,214.1,Arizona,134,82.2,116.2,98.1,Mortality,136589,Black,Male,2006
430.0,542.6,484.1,Arizona,378,235.1,288.3,260.7,Incidence,145010,Black,Male,2007
195.0,282.3,236.1,Arizona,155,90.7,125.1,106.9,Mortality,145010,Black,Male,2007
403.0,446.6,424.5,Arizona,1909,230.2,251.9,240.9,Incidence,792508,Black,Male,2009
198.4,234.0,215.7,Arizona,743,90.9,105.1,97.8,Mortality,759925,Black,Male,2009
373.5,474.5,422.0,Arizona,357,209.3,258.3,232.8,Incidence,153329,Black,Male,2008
157.3,230.6,191.7,Arizona,139,76.2,107.0,90.7,Mortality,153329,Black,Male,2008
390.7,491.7,439.3,Arizona,386,217.6,266.4,241.1,Incidence,160123,Black,Male,2009
169.9,249.4,207.3,Arizona,137,71.8,101.1,85.6,Mortality,160123,Black,Male,2009
348.0,436.5,390.6,Arizona,389,213.2,260.7,236.0,Incidence,164812,Black,Male,2010
192.0,269.2,228.5,Arizona,178,92.7,125.0,108.0,Mortality,164874,Black,Male,2010
354.7,445.2,398.2,Arizona,399,213.2,260.1,235.8,Incidence,169234,Black,Male,2011
192.0,269.2,228.5,Arizona,178,92.7,125.0,108.0,Mortality,164874,Black,Male,2011
390.5,477.9,432.7,Arizona,430,219.7,266.1,242.1,Incidence,177619,Black,Male and Female,1999
186.4,250.7,216.9,Arizona,199,97.0,128.7,112.0,Mortality,177619,Black,Male and Female,1999
371.1,453.0,410.7,Arizona,436,214.3,259.1,235.9,Incidence,184843,Black,Male and Female,2000
186.9,249.9,216.9,Arizona,204,95.7,126.6,110.4,Mortality,184843,Black,Male and Female,2000
385.9,468.5,425.9,Arizona,467,219.2,263.3,240.5,Incidence,194201,Black,Male and Female,2001
176.1,235.3,204.3,Arizona,209,93.5,123.2,107.6,Mortality,194201,Black,Male and Female,2001
342.3,417.3,378.6,Arizona,445,198.2,239.2,217.9,Incidence,204176,Black,Male and Female,2002
179.3,237.5,207.0,Arizona,221,94.4,123.5,108.2,Mortality,204176,Black,Male and Female,2002
339.5,412.1,374.6,Arizona,474,202.0,242.4,221.5,Incidence,213993,Black,Male and Female,2003
180.1,238.3,207.9,Arizona,224,91.4,119.3,104.7,Mortality,213993,Black,Male and Female,2003
386.3,461.9,423.0,Arizona,554,224.2,265.3,244.1,Incidence,226956,Black,Male and Female,2004
175.7,231.5,202.4,Arizona,233,89.9,116.7,102.7,Mortality,226956,Black,Male and Female,2004
343.5,411.6,376.5,Arizona,544,205.4,243.4,223.8,Incidence,243074,Black,Male and Female,2005
158.6,208.8,182.6,Arizona,239,86.3,111.6,98.3,Mortality,243074,Black,Male and Female,2005
351.7,417.7,383.7,Arizona,609,214.2,251.5,232.3,Incidence,262150,Black,Male and Female,2006
143.7,189.5,165.6,Arizona,235,78.5,101.9,89.6,Mortality,262150,Black,Male and Female,2006
380.1,446.2,412.3,Arizona,705,234.8,272.5,253.1,Incidence,278537,Black,Male and Female,2007
158.6,205.3,181.0,Arizona,275,87.4,111.1,98.7,Mortality,278537,Black,Male and Female,2007
360.1,386.5,373.1,Arizona,3612,229.3,244.8,237.0,Incidence,1524292,Black,Male and Female,2009
162.1,181.8,171.7,Arizona,1367,88.7,98.7,93.6,Mortality,1460670,Black,Male and Female,2009
333.5,393.9,362.9,Arizona,659,206.9,241.4,223.7,Incidence,294617,Black,Male and Female,2008
143.2,185.9,163.6,Arizona,270,81.0,103.3,91.6,Mortality,294617,Black,Male and Female,2008
355.1,415.4,384.4,Arizona,734,221.4,256.2,238.3,Incidence,308020,Black,Male and Female,2009
147.4,190.7,168.1,Arizona,270,77.5,98.8,87.7,Mortality,308020,Black,Male and Female,2009
309.4,363.0,335.5,Arizona,709,207.3,240.5,223.5,Incidence,317261,Black,Male and Female,2010
158.3,201.1,178.9,Arizona,317,89.2,111.5,99.9,Mortality,317346,Black,Male and Female,2010
348.9,405.4,376.4,Arizona,805,230.3,264.7,247.0,Incidence,325857,Black,Male and Female,2011
158.3,201.1,178.9,Arizona,317,89.2,111.5,99.9,Mortality,317346,Black,Male and Female,2011
278.6,318.9,298.3,Arizona,967,151.6,172.2,161.6,Incidence,598243,Hispanic,Female,1999
108.3,136.0,121.7,Arizona,335,50.2,62.3,56.0,Mortality,598243,Hispanic,Female,1999
299.9,341.3,320.2,Arizona,1060,157.5,177.8,167.4,Incidence,633045,Hispanic,Female,2000
115.9,143.9,129.4,Arizona,370,52.6,64.7,58.4,Mortality,633045,Hispanic,Female,2000
296.2,335.7,315.5,Arizona,1149,163.6,183.8,173.5,Incidence,662273,Hispanic,Female,2001
113.1,140.1,126.1,Arizona,382,52.0,63.8,57.7,Mortality,662273,Hispanic,Female,2001
304.1,343.5,323.4,Arizona,1198,163.2,183.0,172.9,Incidence,692975,Hispanic,Female,2002
103.8,128.9,115.9,Arizona,376,48.9,60.0,54.3,Mortality,692975,Hispanic,Female,2002
298.9,336.8,317.5,Arizona,1253,164.1,183.5,173.6,Incidence,721868,Hispanic,Female,2003
121.8,148.2,134.6,Arizona,450,56.7,68.4,62.3,Mortality,721868,Hispanic,Female,2003
294.2,330.2,311.8,Arizona,1330,167.2,186.3,176.6,Incidence,753285,Hispanic,Female,2004
100.7,123.8,111.8,Arizona,414,49.8,60.5,55.0,Mortality,753285,Hispanic,Female,2004
293.5,328.5,310.7,Arizona,1404,167.8,186.5,177.0,Incidence,793396,Hispanic,Female,2005
105.2,128.2,116.4,Arizona,441,50.5,61.0,55.6,Mortality,793396,Hispanic,Female,2005
288.0,321.3,304.4,Arizona,1477,167.6,185.7,176.5,Incidence,836893,Hispanic,Female,2006
88.8,109.2,98.6,Arizona,406,43.9,53.5,48.5,Mortality,836893,Hispanic,Female,2006
301.4,334.2,317.5,Arizona,1638,178.3,196.5,187.2,Incidence,874791,Hispanic,Female,2007
98.1,118.7,108.1,Arizona,480,50.1,60.0,54.9,Mortality,874791,Hispanic,Female,2007
289.7,303.1,296.4,Arizona,8495,180.1,187.9,184.0,Incidence,4617796,Hispanic,Female,2009
101.6,110.5,106.0,Arizona,2447,52.3,56.7,54.5,Mortality,4493720,Hispanic,Female,2009
297.7,329.6,313.4,Arizona,1700,178.9,196.8,187.7,Incidence,905674,Hispanic,Female,2008
96.3,116.3,106.0,Arizona,483,48.7,58.3,53.3,Mortality,905674,Hispanic,Female,2008
278.5,308.5,293.2,Arizona,1670,171.6,189.0,180.2,Incidence,926878,Hispanic,Female,2009
96.6,116.0,106.0,Arizona,516,51.0,60.7,55.7,Mortality,926878,Hispanic,Female,2009
257.0,284.7,270.6,Arizona,1652,165.8,182.7,174.1,Incidence,948751,Hispanic,Female,2010
100.5,119.7,109.8,Arizona,562,54.4,64.3,59.2,Mortality,949484,Hispanic,Female,2010
278.0,306.3,291.9,Arizona,1835,182.2,199.7,190.8,Incidence,961702,Hispanic,Female,2011
100.5,119.7,109.8,Arizona,562,54.4,64.3,59.2,Mortality,949484,Hispanic,Female,2011
364.5,421.6,392.4,Arizona,946,139.1,158.2,148.4,Incidence,637473,Hispanic,Male,1999
162.9,205.2,183.3,Arizona,373,52.7,64.8,58.5,Mortality,637473,Hispanic,Male,1999
381.7,439.0,409.7,Arizona,1027,142.7,161.4,151.8,Incidence,676344,Hispanic,Male,2000
184.7,228.6,205.9,Arizona,432,58.0,70.2,63.9,Mortality,676344,Hispanic,Male,2000
400.7,458.2,428.8,Arizona,1120,149.8,168.5,158.9,Incidence,704643,Hispanic,Male,2001
174.4,215.9,194.4,Arizona,433,55.8,67.5,61.4,Mortality,704643,Hispanic,Male,2001
393.8,448.5,420.6,Arizona,1195,153.8,172.4,162.9,Incidence,733462,Hispanic,Male,2002
186.5,228.3,206.7,Arizona,487,60.6,72.6,66.4,Mortality,733462,Hispanic,Male,2002
399.8,452.9,425.8,Arizona,1262,157.2,175.7,166.3,Incidence,759040,Hispanic,Male,2003
179.6,218.8,198.6,Arizona,503,60.6,72.3,66.3,Mortality,759040,Hispanic,Male,2003
381.0,432.1,406.0,Arizona,1254,150.5,168.3,159.2,Incidence,787721,Hispanic,Male,2004
180.5,219.4,199.4,Arizona,508,59.0,70.3,64.5,Mortality,787721,Hispanic,Male,2004
356.3,402.6,379.0,Arizona,1301,149.3,166.5,157.7,Incidence,824943,Hispanic,Male,2005
174.2,210.6,191.9,Arizona,522,58.0,68.9,63.3,Mortality,824943,Hispanic,Male,2005
377.3,423.8,400.1,Arizona,1447,158.8,176.1,167.3,Incidence,865070,Hispanic,Male,2006
146.8,178.5,162.2,Arizona,493,52.1,62.2,57.0,Mortality,865070,Hispanic,Male,2006
362.0,405.7,383.4,Arizona,1519,160.6,177.7,169.0,Incidence,898854,Hispanic,Male,2007
154.0,185.3,169.2,Arizona,564,57.7,68.1,62.7,Mortality,898854,Hispanic,Male,2007
331.9,349.0,340.4,Arizona,7659,159.5,166.8,163.1,Incidence,4694470,Hispanic,Male,2009
155.4,168.6,161.9,Arizona,2861,60.1,64.7,62.4,Mortality,4587440,Hispanic,Male,2009
329.2,369.5,349.0,Arizona,1464,150.2,166.6,158.2,Incidence,925192,Hispanic,Male,2008
153.0,183.0,167.6,Arizona,593,59.0,69.5,64.1,Mortality,925192,Hispanic,Male,2008
333.9,372.4,352.8,Arizona,1618,163.9,180.7,172.1,Incidence,939942,Hispanic,Male,2009
149.5,178.0,163.4,Arizona,619,60.8,71.3,65.9,Mortality,939942,Hispanic,Male,2009
277.9,312.0,294.6,Arizona,1431,141.9,157.4,149.5,Incidence,957200,Hispanic,Male,2010
136.1,162.9,149.1,Arizona,592,56.9,67.0,61.8,Mortality,958382,Hispanic,Male,2010
314.1,350.0,331.7,Arizona,1627,159.1,175.5,167.2,Incidence,973282,Hispanic,Male,2011
136.1,162.9,149.1,Arizona,592,56.9,67.0,61.8,Mortality,958382,Hispanic,Male,2011
318.2,351.0,334.3,Arizona,1913,147.9,161.9,154.8,Incidence,1235716,Hispanic,Male and Female,1999
135.2,158.7,146.6,Arizona,708,53.2,61.7,57.3,Mortality,1235716,Hispanic,Male and Female,1999
338.4,371.9,354.9,Arizona,2087,152.6,166.4,159.4,Incidence,1309389,Hispanic,Male and Female,2000
148.8,173.0,160.6,Arizona,802,57.1,65.6,61.2,Mortality,1309389,Hispanic,Male and Female,2000
342.9,375.5,359.0,Arizona,2269,159.2,173.0,166.0,Incidence,1366916,Hispanic,Male and Female,2001
142.9,165.9,154.1,Arizona,815,55.6,63.9,59.6,Mortality,1366916,Hispanic,Male and Female,2001
346.4,378.4,362.2,Arizona,2393,161.1,174.6,167.8,Incidence,1426437,Hispanic,Male and Female,2002
142.2,164.5,153.1,Arizona,863,56.5,64.7,60.5,Mortality,1426437,Hispanic,Male and Female,2002
346.3,377.3,361.6,Arizona,2515,163.3,176.6,169.8,Incidence,1480908,Hispanic,Male and Female,2003
150.0,172.1,160.8,Arizona,953,60.3,68.6,64.4,Mortality,1480908,Hispanic,Male and Female,2003
332.9,362.4,347.4,Arizona,2584,161.3,174.3,167.7,Incidence,1541006,Hispanic,Male and Female,2004
136.8,157.4,146.9,Arizona,922,56.0,63.8,59.8,Mortality,1541006,Hispanic,Male and Female,2004
323.5,351.4,337.3,Arizona,2705,160.9,173.6,167.1,Incidence,1618339,Hispanic,Male and Female,2005
137.4,157.4,147.1,Arizona,963,55.8,63.4,59.5,Mortality,1618339,Hispanic,Male and Female,2005
329.1,356.3,342.5,Arizona,2924,165.6,178.1,171.8,Incidence,1701963,Hispanic,Male and Female,2006
116.5,134.1,125.1,Arizona,899,49.4,56.4,52.8,Mortality,1701963,Hispanic,Male and Female,2006
329.8,355.9,342.6,Arizona,3157,171.8,184.3,178.0,Incidence,1773645,Hispanic,Male and Female,2007
125.0,142.5,133.6,Arizona,1044,55.3,62.5,58.9,Mortality,1773645,Hispanic,Male and Female,2007
307.9,318.4,313.1,Arizona,16154,170.8,176.2,173.5,Incidence,9312266,Hispanic,Male and Female,2009
125.8,133.3,129.5,Arizona,5308,56.9,60.0,58.5,Mortality,9081160,Hispanic,Male and Female,2009
313.8,338.6,326.1,Arizona,3164,166.8,178.9,172.8,Incidence,1830866,Hispanic,Male and Female,2008
124.1,141.1,132.4,Arizona,1076,55.3,62.4,58.8,Mortality,1830866,Hispanic,Male and Female,2008
306.4,330.0,318.0,Arizona,3288,170.2,182.3,176.1,Incidence,1866820,Hispanic,Male and Female,2009
122.6,139.0,130.6,Arizona,1135,57.3,64.4,60.8,Mortality,1866820,Hispanic,Male and Female,2009
268.4,289.7,278.9,Arizona,3083,156.1,167.6,161.8,Incidence,1905951,Hispanic,Male and Female,2010
118.2,133.8,125.8,Arizona,1154,57.0,64.1,60.5,Mortality,1907866,Hispanic,Male and Female,2010
295.7,317.8,306.6,Arizona,3462,173.0,185.0,178.9,Incidence,1934984,Hispanic,Male and Female,2011
118.2,133.8,125.8,Arizona,1154,57.0,64.1,60.5,Mortality,1907866,Hispanic,Male and Female,2011
372.8,388.2,380.4,Arizona,9502,416.6,433.7,425.1,Incidence,2235195,White,Female,1999
149.3,158.9,154.1,Arizona,4006,173.7,184.9,179.2,Mortality,2235195,White,Female,1999
379.1,394.5,386.7,Arizona,9917,424.1,441.2,432.6,Incidence,2292305,White,Female,2000
147.4,156.8,152.0,Arizona,4058,171.6,182.6,177.0,Mortality,2292305,White,Female,2000
390.7,406.1,398.3,Arizona,10442,438.0,455.2,446.6,Incidence,2338263,White,Female,2001
147.8,157.1,152.4,Arizona,4156,172.4,183.2,177.7,Mortality,2338263,White,Female,2001
381.4,396.4,388.8,Arizona,10467,430.0,446.8,438.3,Incidence,2387929,White,Female,2002
139.9,148.8,144.3,Arizona,4033,163.7,174.2,168.9,Mortality,2387929,White,Female,2002
361.8,376.3,369.0,Arizona,10186,410.3,426.6,418.4,Incidence,2434530,White,Female,2003
140.8,149.7,145.2,Arizona,4172,166.2,176.6,171.4,Mortality,2434530,White,Female,2003
372.0,386.5,379.2,Arizona,10739,423.0,439.4,431.1,Incidence,2490861,White,Female,2004
137.6,146.3,141.9,Arizona,4177,162.6,172.9,167.7,Mortality,2490861,White,Female,2004
360.3,374.3,367.2,Arizona,10790,412.7,428.6,420.6,Incidence,2565676,White,Female,2005
137.3,145.8,141.5,Arizona,4323,163.5,173.6,168.5,Mortality,2565676,White,Female,2005
362.4,376.2,369.2,Arizona,11171,415.7,431.4,423.5,Incidence,2637738,White,Female,2006
134.9,143.2,139.0,Arizona,4379,161.1,171.0,166.0,Mortality,2637738,White,Female,2006
371.9,385.9,378.9,Arizona,11753,429.2,445.1,437.1,Incidence,2688894,White,Female,2007
131.7,139.8,135.7,Arizona,4390,158.5,168.2,163.3,Mortality,2688894,White,Female,2007
374.2,380.3,377.3,Arizona,61198,442.2,449.3,445.8,Incidence,13728772,White,Female,2009
131.8,135.3,133.5,Arizona,22172,161.1,165.5,163.3,Mortality,13578378,White,Female,2009
374.0,387.8,380.9,Arizona,12074,434.6,450.4,442.5,Incidence,2728728,White,Female,2008
126.8,134.7,130.7,Arizona,4353,154.8,164.3,159.5,Mortality,2728728,White,Female,2008
379.7,393.5,386.6,Arizona,12540,448.2,464.2,456.2,Incidence,2748928,White,Female,2009
127.5,135.4,131.4,Arizona,4454,157.3,166.9,162.0,Mortality,2748928,White,Female,2009
361.6,375.0,368.3,Arizona,12210,432.5,448.2,440.3,Incidence,2773148,White,Female,2010
127.4,135.2,131.3,Arizona,4596,160.9,170.5,165.7,Mortality,2774090,White,Female,2010
365.8,379.2,372.5,Arizona,12621,444.7,460.5,452.5,Incidence,2789074,White,Female,2011
127.4,135.2,131.3,Arizona,4596,160.9,170.5,165.7,Mortality,2774090,White,Female,2011
478.7,497.6,488.0,Arizona,10564,465.7,483.8,474.7,Incidence,2225387,White,Male,1999
213.2,226.2,219.6,Arizona,4589,200.3,212.3,206.2,Mortality,2225387,White,Male,1999
477.7,496.3,486.9,Arizona,10812,464.0,481.8,472.8,Incidence,2286610,White,Male,2000
206.8,219.4,213.0,Arizona,4572,194.2,205.8,199.9,Mortality,2286610,White,Male,2000
489.0,507.6,498.2,Arizona,11371,478.9,496.9,487.8,Incidence,2331036,White,Male,2001
199.1,211.4,205.2,Arizona,4495,187.2,198.6,192.8,Mortality,2331036,White,Male,2001
482.3,500.5,491.3,Arizona,11490,474.3,492.0,483.1,Incidence,2378350,White,Male,2002
209.6,222.0,215.7,Arizona,4859,198.6,210.1,204.3,Mortality,2378350,White,Male,2002
477.0,494.8,485.8,Arizona,11731,476.0,493.6,484.8,Incidence,2419988,White,Male,2003
207.4,219.5,213.4,Arizona,4950,198.9,210.3,204.5,Mortality,2419988,White,Male,2003
462.0,479.2,470.5,Arizona,11751,466.3,483.5,474.8,Incidence,2474943,White,Male,2004
199.1,210.7,204.9,Arizona,4919,193.2,204.4,198.8,Mortality,2474943,White,Male,2004
448.2,464.8,456.5,Arizona,11873,457.9,474.7,466.3,Incidence,2546316,White,Male,2005
193.9,205.1,199.4,Arizona,4998,190.9,201.8,196.3,Mortality,2546316,White,Male,2005
457.8,474.3,466.0,Arizona,12547,471.0,487.8,479.3,Incidence,2617740,White,Male,2006
189.8,200.7,195.2,Arizona,5068,188.3,199.0,193.6,Mortality,2617740,White,Male,2006
459.3,475.5,467.3,Arizona,13012,479.8,496.6,488.2,Incidence,2665511,White,Male,2007
187.5,198.2,192.8,Arizona,5150,188.0,198.6,193.2,Mortality,2665511,White,Male,2007
427.6,434.4,431.0,Arizona,63324,463.0,470.2,466.6,Incidence,13571975,White,Male,2009
185.6,190.2,187.9,Arizona,25916,190.5,195.2,192.9,Mortality,13436459,White,Male,2009
428.8,444.4,436.6,Arizona,12417,451.6,467.8,459.7,Incidence,2701226,White,Male,2008
180.6,190.9,185.7,Arizona,5118,184.3,194.7,189.5,Mortality,2701226,White,Male,2008
431.9,447.3,439.5,Arizona,12906,467.2,483.6,475.3,Incidence,2715119,White,Male,2009
177.9,188.0,182.9,Arizona,5183,185.7,196.2,190.9,Mortality,2715119,White,Male,2009
399.3,413.9,406.6,Arizona,12267,440.6,456.5,448.5,Incidence,2735334,White,Male,2010
179.2,189.2,184.1,Arizona,5397,192.0,202.5,197.2,Mortality,2736863,White,Male,2010
402.7,417.2,409.9,Arizona,12722,453.8,469.9,461.8,Incidence,2754785,White,Male,2011
179.2,189.2,184.1,Arizona,5397,192.0,202.5,197.2,Mortality,2736863,White,Male,2011
419.8,431.6,425.7,Arizona,20066,443.6,456.1,449.9,Incidence,4460582,White,Male and Female,1999
177.8,185.6,181.7,Arizona,8595,188.6,196.8,192.7,Mortality,4460582,White,Male and Female,1999
423.7,435.5,429.6,Arizona,20729,446.6,458.9,452.7,Incidence,4578915,White,Male and Female,2000
174.3,181.8,178.0,Arizona,8630,184.5,192.5,188.5,Mortality,4578915,White,Male and Female,2000
435.0,446.8,440.8,Arizona,21813,461.0,473.4,467.2,Incidence,4669299,White,Male and Female,2001
170.7,178.1,174.4,Arizona,8651,181.4,189.2,185.3,Mortality,4669299,White,Male and Female,2001
426.8,438.3,432.5,Arizona,21957,454.6,466.8,460.7,Incidence,4766279,White,Male and Female,2002
171.2,178.5,174.8,Arizona,8892,182.7,190.5,186.6,Mortality,4766279,White,Male and Female,2002
414.2,425.4,419.8,Arizona,21917,445.5,457.5,451.5,Incidence,4854518,White,Male and Female,2003
170.8,178.0,174.4,Arizona,9122,184.1,191.8,187.9,Mortality,4854518,White,Male and Female,2003
412.9,423.9,418.4,Arizona,22490,447.0,458.9,452.9,Incidence,4965804,White,Male and Female,2004
165.3,172.3,168.8,Arizona,9096,179.4,187.0,183.2,Mortality,4965804,White,Male and Female,2004
400.6,411.3,405.9,Arizona,22663,437.6,449.1,443.3,Incidence,5111992,White,Male and Female,2005
163.1,169.9,166.4,Arizona,9321,178.7,186.1,182.3,Mortality,5111992,White,Male and Female,2005
406.1,416.7,411.4,Arizona,23718,445.6,457.1,451.3,Incidence,5255478,White,Male and Female,2006
159.9,166.5,163.2,Arizona,9447,176.1,183.4,179.8,Mortality,5255478,White,Male and Female,2006
412.1,422.6,417.3,Arizona,24765,456.8,468.3,462.5,Incidence,5354405,White,Male and Female,2007
157.2,163.7,160.5,Arizona,9540,174.6,181.8,178.2,Mortality,5354405,White,Male and Female,2007
397.5,402.0,399.7,Arizona,124522,453.6,458.7,456.1,Incidence,27300747,White,Male and Female,2009
155.8,158.6,157.2,Arizona,48088,176.4,179.6,178.0,Mortality,27014837,White,Male and Female,2009
399.1,409.3,404.2,Arizona,24491,445.4,456.7,451.0,Incidence,5429954,White,Male and Female,2008
151.8,158.1,154.9,Arizona,9471,170.9,178.0,174.4,Mortality,5429954,White,Male and Female,2008
403.5,413.7,408.6,Arizona,25446,460.0,471.5,465.7,Incidence,5464047,White,Male and Female,2009
150.7,156.9,153.7,Arizona,9637,172.9,179.9,176.4,Mortality,5464047,White,Male and Female,2009
378.8,388.6,383.6,Arizona,24477,438.8,450.0,444.4,Incidence,5508482,White,Male and Female,2010
151.4,157.6,154.5,Arizona,9993,177.8,184.9,181.3,Mortality,5510953,White,Male and Female,2010
382.6,392.3,387.4,Arizona,25343,451.5,462.8,457.1,Incidence,5543859,White,Male and Female,2011
151.4,157.6,154.5,Arizona,9993,177.8,184.9,181.3,Mortality,5510953,White,Male and Female,2011
162.2,175.0,168.5,Arkansas,2777,196.7,212.0,204.3,Mortality,1359445,All Races,Female,1999
161.5,174.2,167.8,Arkansas,2785,195.7,210.8,203.1,Mortality,1371015,All Races,Female,2000
382.7,402.5,392.5,Arkansas,6201,439.2,461.7,450.4,Incidence,1376845,All Races,Female,2001
159.5,172.1,165.7,Arkansas,2758,192.9,207.9,200.3,Mortality,1376845,All Races,Female,2001
